Zscore,SEM,Time
0.3882835604602249,0.44859643269058597,3.2
0.4029803046653413,0.4461095372401965,3.25
0.4007384337919846,0.4464824103819336,3.3
0.3972751765153256,0.44679730662854344,3.35
0.3932576898614542,0.44437734314321464,3.4
0.3917863524062567,0.4439897692034826,3.45
0.39414951265764764,0.43887377276365086,3.5
0.394332380657672,0.435359489556495,3.55
0.38389562256111315,0.43225302155895823,3.6
0.3824084612992818,0.43119109773829817,3.65
0.3928470444065518,0.42788713953703356,3.7
0.3883410162534492,0.42651568287599234,3.75
0.38155066935322707,0.4256995598195337,3.8
0.3746223524956221,0.423343818145146,3.85
0.3625675279206543,0.42265622352844107,3.9
0.3612870220141042,0.42266905910032704,3.95
0.3800544551863362,0.41633490245279187,4.0
0.38025152027784886,0.4149471779345226,4.05
0.36421036456091344,0.41304235500820324,4.1
0.3589718926617307,0.4129477591176474,4.15
0.35832597787611403,0.40994208070150445,4.2
0.36237517581665474,0.410899988691426,4.25
0.3403609142631643,0.4081208053167102,4.3
0.34642154662901053,0.40511756851581915,4.35
0.34591284387655225,0.40031974721933156,4.4
0.3400565588823312,0.39528202099108944,4.45
0.34737513716657237,0.39463859234415816,4.5
0.35005712233854774,0.39343751279688494,4.55
0.35943983313713407,0.39130226297757986,4.6
0.35419017557512195,0.3871849380320665,4.65
0.34300894114796965,0.38653070848437043,4.7
0.3424785669701726,0.3823167761998144,4.75
0.33411671490974765,0.37970382332461394,4.8
0.32935732769831016,0.3751168754410299,4.85
0.3348684807014157,0.3725052759178433,4.9
0.3382140281027639,0.3675191891037218,4.95
0.3485016777180663,0.3633095301191877,5.0
0.36152653910987637,0.3592400290723291,5.05
0.37707992752451563,0.35508254158845926,5.1
0.3704952484311181,0.352270601127553,5.15
0.3819884330410383,0.3505947611442552,5.2
0.4039209273676339,0.3475695373878841,5.25
0.429321283758655,0.3426426003676701,5.3
0.4540891364671737,0.3403753403465692,5.35
0.45744963061627264,0.33947761906788876,5.4
0.46757450869524203,0.33920381601945987,5.45
0.4677103315993852,0.3409580361699112,5.5
0.47007871431878206,0.34146360761074035,5.55
0.49103351598958905,0.3446607368190448,5.6
0.5085813307713506,0.35072898365912053,5.65
0.5282289535512874,0.35663635858748577,5.7
0.5307914130012279,0.35709440913074164,5.75
0.5414359167725705,0.3644584148669567,5.8
0.5521988272646123,0.37019387478851,5.85
0.556175682092828,0.3729914251812111,5.9
0.566029264298744,0.3787376469397149,5.95
0.564505391939294,0.3796621385933835,6.0
0.5766005835096017,0.38141742793001765,6.05
0.5658163291268676,0.38466207013852727,6.1
0.5493266983938351,0.3860030006974449,6.15
0.5498115997003393,0.3874926027175659,6.2
0.5434244951354958,0.3891578336143002,6.25
0.5436180640786353,0.3930868530639058,6.3
0.5521928725873941,0.3963420421547947,6.35
0.561099114881144,0.4031908874300262,6.4
0.561133278118933,0.40748273644112937,6.45
0.5700553354406915,0.411711969423296,6.5
0.5804875682300065,0.4171052294009753,6.55
0.5863444720911398,0.42209049574823604,6.6
0.5890602871682582,0.4255908311461158,6.65
0.5962605102804525,0.4273218473846433,6.7
0.6008173120262812,0.4328913796570978,6.75
0.6106069479312509,0.44024188297408057,6.8
0.6296328081992701,0.4465915340196676,6.85
0.6327796194732433,0.453950750493739,6.9
0.6215066623861242,0.4585149448985334,6.95
0.6250502502955557,0.46434727140526805,7.0
0.6408487736293641,0.4750223506377569,7.05
0.6619233734095661,0.48808738895470205,7.1
0.6854391695107251,0.49765280146069496,7.15
0.6850067205019995,0.5049593871042624,7.2
0.6982938931956797,0.5141626949378267,7.25
0.7055099322015431,0.5209577020927894,7.3
0.7253170453590696,0.5295810159197998,7.35
0.7496934471113031,0.5385007531189501,7.4
0.7561637221425546,0.5485133964537492,7.45
0.7778138285602693,0.5560483490722771,7.5
0.7727723913736139,0.5619033351984649,7.55
0.7786367999734475,0.5677849412393643,7.6
0.792212517246665,0.5728318508379886,7.65
0.804182605334994,0.5734721863046727,7.7
0.8296747533564613,0.579129023454596,7.75
0.8615316841907507,0.5846863354183383,7.8
0.8805679993307214,0.5890327662557178,7.85
0.9008437832160502,0.593844798793036,7.9
0.9159217649296318,0.5962383404487354,7.95
0.9247946564958148,0.5943536882973471,8.0
0.9290890497317078,0.5968922497621599,8.05
0.9518011878530775,0.6018492235767746,8.1
0.9513275107491228,0.6009403067851429,8.15
0.9417484677737661,0.6008148330995597,8.2
0.9341631436614405,0.5984116685714909,8.25
0.9215133659057224,0.5932672024452941,8.3
0.9300747637870279,0.5935932522683018,8.35
0.9376071911048411,0.5963909031626303,8.4
0.9613928036339757,0.6007590299498123,8.45
0.9848762048194947,0.604929312479646,8.5
0.9890292869830474,0.6043422095179182,8.55
1.001197381363295,0.6012326478626079,8.6
1.013445732726947,0.6006083280593745,8.65
1.0236816220334208,0.6003144382605956,8.7
1.0388738062003913,0.6054041821954472,8.75
1.0484530260103968,0.605007507162499,8.8
1.0523812220689963,0.6032785926153368,8.85
1.0641389737622735,0.6026006698645278,8.9
1.0667197824712966,0.599873312316199,8.95
1.0638409957639017,0.5980052252415985,9.0
1.0723837547175101,0.5950393416007848,9.05
1.0905284556006873,0.5946389503694308,9.1
1.0923215720604549,0.5956063039236033,9.15
1.1046023036222017,0.5983165842905945,9.2
1.1050520471998606,0.596826233678572,9.25
1.1119698129609341,0.5926079218343414,9.3
1.1334176959809377,0.5880609018276137,9.35
1.1422605696536239,0.5865081047274894,9.4
1.152456153806517,0.5837764428670702,9.45
1.1627290701505097,0.5814887774203232,9.5
1.1724851986758955,0.576447323368471,9.55
1.1836343782716419,0.571607011646353,9.6
1.2027843729327157,0.568487098931053,9.65
1.221031015706399,0.5632127867716816,9.7
1.244750365922735,0.5573133178097045,9.75
1.2629819779295708,0.5542808731850648,9.8
1.2851262058009991,0.5472895993197049,9.85
1.3061357224908783,0.5412426503809271,9.9
1.327362825728008,0.5361494547778861,9.95
